"Latest: Time (min)","Latest: Dissolved O2 (mg/L)","Latest: LED (umol photons/m2/s)","Latest: S171 Temp (V) (V)","Latest: Temperature (°C)"
0,1.34632567711,-594.956710205,0.0109100341797,182.72347101
0.0166666666667,1.35100902815,-594.956710205,0.0109100341797,182.72347101
0.0333333333333,1.34797862454,-594.956710205,0.0109100341797,182.72347101
0.05,1.35018255443,-594.956710205,0.0109100341797,182.72347101
0.0666666666667,1.34660116835,-594.956710205,0.0109100341797,182.72347101
0.0833333333333,1.34742764206,-594.956710205,0.0109100341797,182.72347101
0.1,1.34797862454,-594.956710205,0.0109100341797,182.72347101
0.116666666667,1.34522371216,-594.956710205,0.0109100341797,182.72347101
0.133333333333,1.34825411577,-594.956710205,0.0109100341797,182.72347101
0.15,1.34439723845,-594.956710205,0.0109100341797,182.72347101
0.166666666667,1.34577469464,-594.956710205,0.0109100341797,182.72347101
0.183333333333,1.3454992034,-594.956710205,0.0109100341797,182.72347101
0.2,1.34219330855,-594.956710205,0.0109100341797,182.72347101
0.216666666667,1.34687665959,-594.956710205,0.0109100341797,182.72347101
0.233333333333,1.3432952735,-594.956710205,0.0109100341797,182.72347101
0.25,1.3432952735,-594.956710205,0.0109100341797,182.72347101
0.266666666667,1.34494822092,-594.956710205,0.0109100341797,182.72347101
0.283333333333,1.34026486989,-594.956710205,0.0109100341797,182.72347101
0.3,1.34026486989,-594.956710205,0.0109100341797,182.72347101
0.316666666667,1.33998937865,-594.956710205,0.0109100341797,182.72347101
0.333333333333,1.33833643123,-594.956710205,0.0109100341797,182.72347101
0.35,1.34081585236,-594.956710205,0.0109100341797,182.72347101
0.366666666667,1.33723446628,-594.956710205,0.0109100341797,182.72347101
0.383333333333,1.33833643123,-594.956710205,0.0109100341797,182.72347101
0.4,1.33806093999,-594.956710205,0.0109100341797,182.72347101
0.416666666667,1.33392857143,-594.956710205,0.0109100341797,182.72347101
0.433333333333,1.33585701009,-594.956710205,0.0109100341797,182.72347101
0.45,1.33778544875,-594.956710205,0.0109100341797,182.72347101
0.466666666667,1.33530602762,-594.956710205,0.0109100341797,182.72347101
0.483333333333,1.33310209772,-594.956710205,0.0109100341797,182.72347101
0.5,1.33530602762,-594.956710205,0.0109100341797,182.72347101
0.516666666667,1.33089816782,-594.956710205,0.0109100341797,182.72347101
0.533333333333,1.33282660648,-594.956710205,0.0109100341797,182.72347101
