"Latest: Time (min)","Latest: Dissolved O2 (mg/L)","Latest: LED (umol photons/m2/s)","Latest: S171 Temp (V) (V)","Latest: Temperature (°C)"
0,1.69427128994,-594.956710205,1.54228210449,19.0897199269
0.0166666666667,1.69630279029,-594.956710205,1.54228210449,19.0897199269
0.0333333333333,1.69452522749,-594.956710205,1.54220581055,19.0908234038
0.05,1.69655672783,-594.956710205,1.54243469238,19.0875131563
0.0666666666667,1.69554097766,-594.956710205,1.54243469238,19.0875131563
0.0833333333333,1.69782641555,-594.956710205,1.54251098633,19.0864098627
0.1,1.69528704012,-594.956710205,1.54243469238,19.0875131563
0.116666666667,1.69452522749,-594.956710205,1.54251098633,19.0864098627
0.133333333333,1.69681066538,-594.956710205,1.54251098633,19.0864098627
0.15,1.69554097766,-594.956710205,1.54273986816,19.0831003485
0.166666666667,1.6940173524,-594.956710205,1.54273986816,19.0831003485
0.183333333333,1.69376341486,-594.956710205,1.54273986816,19.0831003485
0.2,1.69376341486,-594.956710205,1.54289245605,19.080894311
0.216666666667,1.69350947731,-594.956710205,1.54281616211,19.0819972992
0.233333333333,1.69097010188,-594.956710205,1.54266357422,19.0842034588
0.25,1.69173191451,-594.956710205,1.54273986816,19.0831003485
0.266666666667,1.6881767889,-594.956710205,1.54281616211,19.0819972992
0.283333333333,1.68944647662,-594.956710205,1.54289245605,19.080894311
0.3,1.68487560083,-594.956710205,1.54296875,19.0797913839
0.316666666667,1.68487560083,-594.956710205,1.54289245605,19.080894311
0.333333333333,1.68563741346,-594.956710205,1.54289245605,19.080894311
0.35,1.68157441277,-594.956710205,1.54296875,19.0797913839
0.366666666667,1.68385985066,-594.956710205,1.54296875,19.0797913839
0.383333333333,1.68208228786,-594.956710205,1.54296875,19.0797913839
0.4,1.68030472505,-594.956710205,1.54304504395,19.0786885179
0.416666666667,1.68335197557,-594.956710205,1.54281616211,19.0819972992
0.433333333333,1.68106653768,-594.956710205,1.54304504395,19.0786885179
0.45,1.67954291242,-594.956710205,1.54304504395,19.0786885179
0.466666666667,1.68132047523,-594.956710205,1.54312133789,19.0775857129
0.483333333333,1.67979684997,-594.956710205,1.54335021973,19.0742776642
0.5,1.67852716225,-594.956710205,1.54327392578,19.075380286
0.516666666667,1.68005078751,-594.956710205,1.54335021973,19.0742776642
0.533333333333,1.6764956619,-594.956710205,1.54335021973,19.0742776642
0.55,1.67674959944,-594.956710205,1.54342651367,19.0731751033
0.566666666667,1.67725747453,-594.956710205,1.54335021973,19.0742776642
0.583333333333,1.67547991173,-594.956710205,1.54335021973,19.0742776642
0.6,1.67725747453,-594.956710205,1.54335021973,19.0742776642
0.616666666667,1.67573384927,-594.956710205,1.54342651367,19.0731751033
0.633333333333,1.67167084857,-594.956710205,1.54342651367,19.0731751033
0.65,1.67421022401,-594.956710205,1.54342651367,19.0731751033
