"Latest: Time (min)","Latest: Dissolved O2 (mg/L)","Latest: LED (umol photons/m2/s)","Latest: S171 Temp (V) (V)","Latest: Temperature (°C)"
0,1.9832522144,-594.956710205,1.43844604492,20.6509858829
0.0166666666667,1.97995102633,-594.956710205,1.43859863281,20.6485998783
0.0333333333333,1.98122071405,-594.956710205,1.43859863281,20.6485998783
0.05,1.97995102633,-594.956710205,1.43844604492,20.6509858829
0.0666666666667,1.98147465159,-594.956710205,1.43836975098,20.6521789916
0.0833333333333,1.97969708879,-594.956710205,1.43829345703,20.6533721712
0.1,1.98147465159,-594.956710205,1.43798828125,20.6581455995
0.116666666667,1.97969708879,-594.956710205,1.43867492676,20.6474069825
0.133333333333,1.9791892137,-594.956710205,1.43852233887,20.6497928451
0.15,1.97868133861,-594.956710205,1.43829345703,20.6533721712
0.166666666667,1.97969708879,-594.956710205,1.43829345703,20.6533721712
0.183333333333,1.97868133861,-594.956710205,1.4380645752,20.656952136
0.2,1.9791892137,-594.956710205,1.43814086914,20.6557587434
0.216666666667,1.97766558844,-594.956710205,1.43844604492,20.6509858829
0.233333333333,1.9791892137,-594.956710205,1.43852233887,20.6497928451
0.25,1.97563408809,-594.956710205,1.43867492676,20.6474069825
0.266666666667,1.9774116509,-594.956710205,1.43890380859,20.6438287204
0.283333333333,1.97614196318,-594.956710205,1.43898010254,20.6426361082
0.3,1.97512621301,-594.956710205,1.43882751465,20.6450214035
0.316666666667,1.97791952598,-594.956710205,1.43867492676,20.6474069825
0.333333333333,1.97664983827,-594.956710205,1.43859863281,20.6485998783
0.35,1.97639590072,-594.956710205,1.43829345703,20.6533721712
0.366666666667,1.97436440037,-594.956710205,1.43829345703,20.6533721712
0.383333333333,1.97690377581,-594.956710205,1.43844604492,20.6509858829
0.4,1.97563408809,-594.956710205,1.43867492676,20.6474069825
0.416666666667,1.97639590072,-594.956710205,1.43859863281,20.6485998783
0.433333333333,1.97690377581,-594.956710205,1.43890380859,20.6438287204
0.45,1.97487227546,-594.956710205,1.43890380859,20.6438287204
0.466666666667,1.97639590072,-594.956710205,1.43913269043,20.6402510964
0.483333333333,1.97588802564,-594.956710205,1.43905639648,20.6414435668
0.5,1.97512621301,-594.956710205,1.43890380859,20.6438287204
0.516666666667,1.97639590072,-594.956710205,1.43898010254,20.6426361082
0.533333333333,1.97563408809,-594.956710205,1.43890380859,20.6438287204
0.55,1.97461833792,-594.956710205,1.43867492676,20.6474069825
0.566666666667,1.97588802564,-594.956710205,1.43836975098,20.6521789916
0.583333333333,1.97436440037,-594.956710205,1.43852233887,20.6497928451
0.6,1.97461833792,-594.956710205,1.43890380859,20.6438287204
0.616666666667,1.97411046283,-594.956710205,1.43882751465,20.6450214035
0.633333333333,1.97614196318,-594.956710205,1.4387512207,20.6462141575
0.65,1.97360258774,-594.956710205,1.43867492676,20.6474069825
0.666666666667,1.97563408809,-594.956710205,1.43867492676,20.6474069825
0.683333333333,1.97258683757,-594.956710205,1.4387512207,20.6462141575
0.7,1.97360258774,-594.956710205,1.4387512207,20.6462141575
0.716666666667,1.97411046283,-594.956710205,1.43890380859,20.6438287204
0.733333333333,1.9715710874,-594.956710205,1.43905639648,20.6414435668
0.75,1.97182502494,-594.956710205,1.43882751465,20.6450214035
0.766666666667,1.97233290003,-594.956710205,1.43936157227,20.6366741102
0.783333333333,1.97207896248,-594.956710205,1.43936157227,20.6366741102
0.8,1.97258683757,-594.956710205,1.43928527832,20.6378663681
0.816666666667,1.97182502494,-594.956710205,1.43905639648,20.6414435668
0.833333333333,1.97461833792,-594.956710205,1.43890380859,20.6438287204
0.85,1.97207896248,-594.956710205,1.43898010254,20.6426361082
0.866666666667,1.97309471266,-594.956710205,1.43882751465,20.6450214035
0.883333333333,1.97284077511,-594.956710205,1.43882751465,20.6450214035
0.9,1.97233290003,-594.956710205,1.43882751465,20.6450214035
0.916666666667,1.9733486502,-594.956710205,1.43890380859,20.6438287204
0.933333333333,1.97131714985,-594.956710205,1.43913269043,20.6402510964
0.95,1.9733486502,-594.956710205,1.43905639648,20.6414435668
0.966666666667,1.97030139968,-594.956710205,1.44012451172,20.6247554273
0.983333333333,1.9715710874,-594.956710205,1.44058227539,20.617607615
