"Latest: Time (min)","Latest: Dissolved O2 (mg/L)","Latest: LED (umol photons/m2/s)","Latest: S171 Temp (V) (V)","Latest: Temperature (°C)"
0,1.67933248943,-594.956710205,1.32118225098,22.573750145
0.0166666666667,1.68474636451,-594.956710205,1.32133483887,22.5711252756
0.0333333333333,1.68680879311,-594.956710205,1.32125854492,22.5724376678
0.05,1.68319954305,-594.956710205,1.32110595703,22.5750627074
0.0666666666667,1.68371515021,-594.956710205,1.32118225098,22.573750145
0.0833333333333,1.68680879311,-594.956710205,1.32095336914,22.5776880876
0.1,1.68732440026,-594.956710205,1.32080078125,22.5803138083
0.116666666667,1.68526197166,-594.956710205,1.32064819336,22.5829398696
0.133333333333,1.6816527216,-594.956710205,1.3208770752,22.5790009053
0.15,1.68423075736,-594.956710205,1.32095336914,22.5776880876
0.166666666667,1.68448856093,-594.956710205,1.3207244873,22.5816267964
0.183333333333,1.68216832875,-594.956710205,1.32064819336,22.5829398696
0.2,1.68087931088,-594.956710205,1.3207244873,22.5816267964
0.216666666667,1.6816527216,-594.956710205,1.32110595703,22.5750627074
0.233333333333,1.68371515021,-594.956710205,1.32102966309,22.5763753549
0.25,1.68345734663,-594.956710205,1.3208770752,22.5790009053
0.266666666667,1.68139491803,-594.956710205,1.3207244873,22.5816267964
0.283333333333,1.68371515021,-594.956710205,1.3208770752,22.5790009053
0.3,1.68113711445,-594.956710205,1.32049560547,22.5855662718
0.316666666667,1.679590293,-594.956710205,1.32064819336,22.5829398696
0.333333333333,1.68371515021,-594.956710205,1.32041931152,22.5868796006
0.35,1.68448856093,-594.956710205,1.32026672363,22.589506514
0.366666666667,1.6816527216,-594.956710205,1.32041931152,22.5868796006
0.383333333333,1.6775278644,-594.956710205,1.32034301758,22.5881930147
0.4,1.67881688227,-594.956710205,1.32041931152,22.5868796006
0.416666666667,1.6806215073,-594.956710205,1.32041931152,22.5868796006
0.433333333333,1.6806215073,-594.956710205,1.32064819336,22.5829398696
0.45,1.67933248943,-594.956710205,1.32141113281,22.5698129685
0.466666666667,1.67701225725,-594.956710205,1.32133483887,22.5711252756
0.483333333333,1.67830127512,-594.956710205,1.32118225098,22.573750145
0.5,1.67933248943,-594.956710205,1.3208770752,22.5790009053
0.516666666667,1.6775278644,-594.956710205,1.3208770752,22.5790009053
0.533333333333,1.67572323937,-594.956710205,1.32080078125,22.5803138083
