"Latest: Time (min)","Latest: Dissolved O2 (mg/L)","Latest: LED (umol photons/m2/s)","Latest: S171 Temp (V) (V)","Latest: Temperature (°C)"
0,1.92239253939,-594.956710205,1.26220703125,23.6145959318
0.0166666666667,1.92629435095,-594.956710205,1.26220703125,23.6145959318
0.0333333333333,1.927194769,-594.956710205,1.2622833252,23.6132143693
0.05,1.9265944903,-594.956710205,1.26235961914,23.6118329007
0.0666666666667,1.92179226069,-594.956710205,1.26235961914,23.6118329007
0.0833333333333,1.92359309679,-594.956710205,1.2622833252,23.6132143693
0.1,1.9265944903,-594.956710205,1.2622833252,23.6132143693
0.116666666667,1.92629435095,-594.956710205,1.26220703125,23.6145959318
0.133333333333,1.92389323615,-594.956710205,1.26197814941,23.6187411823
0.15,1.92389323615,-594.956710205,1.26190185547,23.6201231202
0.166666666667,1.927194769,-594.956710205,1.26190185547,23.6201231202
0.183333333333,1.92329295744,-594.956710205,1.26190185547,23.6201231202
0.2,1.92119198199,-594.956710205,1.26174926758,23.6228872778
0.216666666667,1.92329295744,-594.956710205,1.26167297363,23.6242694975
0.233333333333,1.92359309679,-594.956710205,1.26167297363,23.6242694975
0.25,1.92059170329,-594.956710205,1.26167297363,23.6242694975
0.266666666667,1.92329295744,-594.956710205,1.26174926758,23.6228872778
0.283333333333,1.91879086719,-594.956710205,1.26152038574,23.6270342187
0.3,1.91819058849,-594.956710205,1.26152038574,23.6270342187
0.316666666667,1.91999142459,-594.956710205,1.26182556152,23.6215051521
0.333333333333,1.91969128524,-594.956710205,1.26167297363,23.6242694975
0.35,1.91909100654,-594.956710205,1.26174926758,23.6228872778
0.366666666667,1.91638975239,-594.956710205,1.26174926758,23.6228872778
0.383333333333,1.91668989174,-594.956710205,1.26152038574,23.6270342187
0.4,1.91819058849,-594.956710205,1.26167297363,23.6242694975
0.416666666667,1.91699003109,-594.956710205,1.26136779785,23.6297993158
0.433333333333,1.91458891628,-594.956710205,1.26136779785,23.6297993158
0.45,1.91668989174,-594.956710205,1.26136779785,23.6297993158
0.466666666667,1.91759030979,-594.956710205,1.2614440918,23.6284167203
0.483333333333,1.91789044914,-594.956710205,1.26129150391,23.6311820053
0.5,1.91548933433,-594.956710205,1.26136779785,23.6297993158
0.516666666667,1.91308821953,-594.956710205,1.26129150391,23.6311820053
0.533333333333,1.91518919498,-594.956710205,1.26129150391,23.6311820053
0.55,1.91518919498,-594.956710205,1.26136779785,23.6297993158
0.566666666667,1.91699003109,-594.956710205,1.2614440918,23.6284167203
0.583333333333,1.91638975239,-594.956710205,1.2614440918,23.6284167203
0.6,1.91548933433,-594.956710205,1.26136779785,23.6297993158
0.616666666667,1.91428877693,-594.956710205,1.26152038574,23.6270342187
0.633333333333,1.91428877693,-594.956710205,1.26136779785,23.6297993158
0.65,1.91248794083,-594.956710205,1.26152038574,23.6270342187
0.666666666667,1.91188766213,-594.956710205,1.2614440918,23.6284167203
0.683333333333,1.91218780148,-594.956710205,1.26121520996,23.6325647888
0.7,1.91248794083,-594.956710205,1.26129150391,23.6311820053
0.716666666667,1.91218780148,-594.956710205,1.26121520996,23.6325647888
0.733333333333,1.91098724408,-594.956710205,1.26113891602,23.6339476663
0.75,1.91038696538,-594.956710205,1.26121520996,23.6325647888
0.766666666667,1.91158752278,-594.956710205,1.26113891602,23.6339476663
0.783333333333,1.90858612927,-594.956710205,1.26121520996,23.6325647888
0.8,1.90798585057,-594.956710205,1.26106262207,23.6353306379
0.816666666667,1.91008682603,-594.956710205,1.26121520996,23.6325647888
0.833333333333,1.91128738343,-594.956710205,1.26106262207,23.6353306379
0.85,1.91038696538,-594.956710205,1.26106262207,23.6353306379
0.866666666667,1.90888626862,-594.956710205,1.26113891602,23.6339476663
0.883333333333,1.90828598992,-594.956710205,1.26121520996,23.6325647888
0.9,1.90618501447,-594.956710205,1.26129150391,23.6311820053
0.916666666667,1.90798585057,-594.956710205,1.26129150391,23.6311820053
0.933333333333,1.90888626862,-594.956710205,1.26106262207,23.6353306379
0.95,1.90798585057,-594.956710205,1.26129150391,23.6311820053
0.966666666667,1.90678529317,-594.956710205,1.26113891602,23.6339476663
0.983333333333,1.90468431772,-594.956710205,1.26121520996,23.6325647888
1,1.90588487512,-594.956710205,1.26106262207,23.6353306379
1.01666666667,1.90588487512,-594.956710205,1.26091003418,23.6380968631
1.03333333333,1.90648515382,-594.956710205,1.26075744629,23.6408634645
1.05,1.90618501447,-594.956710205,1.26098632813,23.6367137034
1.06666666667,1.90468431772,-594.956710205,1.26083374023,23.6394801168
1.08333333333,1.90348376032,-594.956710205,1.26075744629,23.6408634645
1.1,1.90318362097,-594.956710205,1.26091003418,23.6380968631
1.11666666667,1.90528459642,-594.956710205,1.26083374023,23.6394801168
1.13333333333,1.90438417837,-594.956710205,1.26083374023,23.6394801168
1.15,1.90078250616,-594.956710205,1.26098632813,23.6367137034
1.16666666667,1.89928180941,-594.956710205,1.26098632813,23.6367137034
1.18333333333,1.90138278486,-594.956710205,1.26098632813,23.6367137034
1.2,1.90438417837,-594.956710205,1.26098632813,23.6367137034
1.21666666667,1.90438417837,-594.956710205,1.26091003418,23.6380968631
1.23333333333,1.90198306357,-594.956710205,1.26098632813,23.6367137034
1.25,1.90348376032,-594.956710205,1.26098632813,23.6367137034
1.26666666667,1.90348376032,-594.956710205,1.26091003418,23.6380968631
1.28333333333,1.90198306357,-594.956710205,1.26091003418,23.6380968631
1.3,1.90108264551,-594.956710205,1.26091003418,23.6380968631
1.31666666667,1.89958194876,-594.956710205,1.26091003418,23.6380968631
1.33333333333,1.89958194876,-594.956710205,1.26083374023,23.6394801168
1.35,1.90078250616,-594.956710205,1.26083374023,23.6394801168
1.36666666667,1.90108264551,-594.956710205,1.26075744629,23.6408634645
1.38333333333,1.90108264551,-594.956710205,1.26068115234,23.6422469064
1.4,1.90138278486,-594.956710205,1.26068115234,23.6422469064
1.41666666667,1.89868153071,-594.956710205,1.2606048584,23.6436304423
1.43333333333,1.89778111266,-594.956710205,1.26052856445,23.6450140724
1.45,1.89688069461,-594.956710205,1.26052856445,23.6450140724
1.46666666667,1.89958194876,-594.956710205,1.26068115234,23.6422469064
1.48333333333,1.89988208811,-594.956710205,1.2606048584,23.6436304423
1.5,1.89898167006,-594.956710205,1.26068115234,23.6422469064
1.51666666667,1.89628041591,-594.956710205,1.26068115234,23.6422469064
1.53333333333,1.89537999786,-594.956710205,1.26068115234,23.6422469064
1.55,1.89658055526,-594.956710205,1.26075744629,23.6408634645
1.56666666667,1.89838139136,-594.956710205,1.26068115234,23.6422469064
1.58333333333,1.89898167006,-594.956710205,1.26068115234,23.6422469064
1.6,1.89718083396,-594.956710205,1.26045227051,23.6463977966
1.61666666667,1.89507985851,-594.956710205,1.26052856445,23.6450140724
1.63333333333,1.89507985851,-594.956710205,1.26037597656,23.6477816149
1.65,1.89778111266,-594.956710205,1.26045227051,23.6463977966
1.66666666667,1.89808125201,-594.956710205,1.26045227051,23.6463977966
1.68333333333,1.89748097331,-594.956710205,1.26045227051,23.6463977966
1.7,1.89507985851,-594.956710205,1.26045227051,23.6463977966
1.71666666667,1.8944795798,-594.956710205,1.26037597656,23.6477816149
1.73333333333,1.89537999786,-594.956710205,1.26037597656,23.6477816149
1.75,1.89417944045,-594.956710205,1.26037597656,23.6477816149
1.76666666667,1.89297888305,-594.956710205,1.26037597656,23.6477816149
1.78333333333,1.8932790224,-594.956710205,1.26045227051,23.6463977966
1.8,1.89477971916,-594.956710205,1.26045227051,23.6463977966
1.81666666667,1.8944795798,-594.956710205,1.26037597656,23.6477816149
1.83333333333,1.89297888305,-594.956710205,1.26037597656,23.6477816149
1.85,1.89297888305,-594.956710205,1.26052856445,23.6450140724
1.86666666667,1.8938793011,-594.956710205,1.26037597656,23.6477816149
1.88333333333,1.8938793011,-594.956710205,1.26037597656,23.6477816149
1.9,1.8902776289,-594.956710205,1.26022338867,23.650549534
1.91666666667,1.8896773502,-594.956710205,1.26029968262,23.6491655274
1.93333333333,1.8902776289,-594.956710205,1.26029968262,23.6491655274
1.95,1.89117804695,-594.956710205,1.26022338867,23.650549534
1.96666666667,1.89297888305,-594.956710205,1.26022338867,23.650549534
1.98333333333,1.89177832565,-594.956710205,1.26014709473,23.6519336348
